Producto,Marca,Precio Descuento,Precio Internet,Precio Anterior
Notebook 15-fd0036la Intel Core i3 8GB RAM 512GB SSD,HP,$ 429.990,$ 446.990,$ 629.990
Notebook Inspiron 156 FHD Touch Intel Core i7 16GB RAM 1TB SSD,DELL,no encontrado,$ 999.990,no encontrado
"NOTEBOOK IDEAPAD 14"" HD 128 GB DISCO SOLIDO",LENOVO,no encontrado,$ 699.990,no encontrado
NOTEBOOK IDEAPAD 14 HD DISCO SOLIDO,LENOVO,no encontrado,$ 699.990,no encontrado
Notebook Intel Core i5 8 GB RAM 256 SSD,DELL,no encontrado,$ 799.990,no encontrado
NOTEBOOK CORE I5 8 GB DE RAM Y 256 GB DE DISCO SOLIDO,DELL,no encontrado,$ 800.000,no encontrado
Notebook CORE I5 TOUCH 8 GB DE RAM Y DISCO SOLIDO,DELL,no encontrado,$ 800.000,no encontrado
"Ideapad Duet 5 Chromebook 13.3"" FHD OLED Touch Qualcomm Snapdragon 4GB RAM 128GB SSD",LENOVO,no encontrado,$ 439.990,no encontrado
Notebook IDEAPAD CORE I5 DISCO SOLIDO,LENOVO,no encontrado,$ 800.000,no encontrado
Notebook CORE I5 8 GB DE RAM Y DISCO SOLIDO 12.5 PULGADAS,DELL,no encontrado,$ 800.000,no encontrado
NOTEBOOK INTEL CORE I5 8 GB DE RAM Y DISCO SOLIDO,DELL,no encontrado,$ 459.990,no encontrado
NOTEBOOK ELITEBOOK CORE I7 DISCO SOLIDO,HP,no encontrado,$ 990.000,no encontrado
NOTEBOOK PROBOOK CORE I7 DISCO SOLIDO,HP,no encontrado,$ 759.990,no encontrado
"Notebook 245 G9 Ryzen 7 5825U 16GB RAM 512GB SSD 14"" HD Windows 11 Home",HP,no encontrado,$ 1.239.990,no encontrado
"Laptop 250 G8, Intel Core i3-1005G1, 15.6"", 4GB/256GB SSD PC- Reacondicionado",HP,no encontrado,no encontrado,no encontrado
"Surface Laptop 6 Business Multi-Touch 13,5 i5 Ultra 32GB RAM 512GB SSD Platinum W11 Pro",MICROSOFT,$ 2.497.990,$ 2.629.990,$ 3.943.990
NOTEBOOK AMD RYZEN 7 THINKPAD DISCO SOLIDO,LENOVO,no encontrado,$ 589.990,no encontrado
"Macbook Pro A2141 2019 16"" Core i9 2.4Ghz Turbo Boost 32 GB Ram 1TB SSD Reacondicionado",APPLE,no encontrado,$ 1.499.990,no encontrado
Notebook Intel Core i5 8 GB RAM 500 SSD 10 GEN,DELL,$ 339.990,$ 349.990,$ 799.990
"LATITUDE 5410 CORE i5, 8GB, 512GB SSD (Reacondicionado)",DELL,no encontrado,$ 559.990,no encontrado
Notebook i7-1165G7 16GB 512GB 133W11H ZENBOOK 13Reacondicionado,ASUS,no encontrado,$ 869.990,no encontrado
"Notebook Yoga Slim 7 14ARE05 Ryzen 5 4500U 256 SSD 8GB 14"" FHD Win 10 Home",LENOVO,no encontrado,$ 1.299.990,no encontrado
"EliteBook 640 G11, Intel Core i7, 14.0"", 32GB/512GB SSD PC- Reacondicionado",HP,no encontrado,$ 999.990,no encontrado
"Notebook Precision 3560 15.6"" Intel Core i5 1135G7 16 GB Ram 512GB SDD GRADO A",DELL,no encontrado,$ 1.199.990,no encontrado
"Notebook Latitude 5440 i5 16GB SSD 512 GB 14"" Windows 11 Pro",DELL,no encontrado,$ 1.299.990,no encontrado
Victus Gaming Laptop 15-fa0026la Intel Core i5-12450H 156 16GB512GB SSD PC- Seminuevo,HP,no encontrado,$ 1.189.990,no encontrado
Notebook thinkpad CORE I5 8 GB DE RAM Y DISCO SOLIDO SSD,LENOVO,no encontrado,$ 890.000,no encontrado
Notebook Gamer 16-wd0012la I7 16GB 1TB RTX4060 8GB,HP,no encontrado,no encontrado,no encontrado
Notebook IdeaPad Slim 5 10ma Gen AMD Ryzen 7 16GB RAM 512GB SSD 15 WUXGA,LENOVO,no encontrado,$ 999.990,no encontrado
VICTUS INTEL CORE I5 16GB RAM 1TB SSD FHD NVIDIA GEFORCE RTX 4GB Win11 Pro,HP,no encontrado,$ 989.990,no encontrado
Notebook CORE I7 8 GB DE RAM Y 256 GB DISCO SOLIDO,HP,no encontrado,$ 999.990,no encontrado
Notebook IDEAPAD CORE I5 8 GB DE RAM Y DISCO SOLIDO,LENOVO,no encontrado,$ 800.000,no encontrado
Notebook INTEL CORE I5 8 GB DE RAM Y 500 GB DISCO SOLIDO,DELL,no encontrado,$ 599.990,no encontrado
Portrait 3 + estampadora 24x24 hoby press S113,SILHOUETTE,no encontrado,$ 429.900,no encontrado
Notebook ThinkPad E14 6ta Gen Intel Core Ultra 5 16GB RAM 512GB SSD 14 WUXGA W11 Pro,LENOVO,no encontrado,$ 1.249.990,no encontrado
Inspiron 3583 Core I5-8ª 16GB RAM 256GB SSD REACONDICIONADO GRADO B,DELL,no encontrado,no encontrado,no encontrado
NOTEBOOK INTEL CORE I5 8 GB DE RAM Y DISCO SOLIDO,HP,no encontrado,$ 799.990,no encontrado
Notebook Vostro 5490 i7-10510U Ram 8GB SSD 256GB 14 W11 Pro REACONDICIONADO GRADO B,DELL,no encontrado,no encontrado,no encontrado
"Notebook R7 6800H/ RTX 3060 6GB/ 16GB/ 512GB/ 16""/ W11P/ ThinkBook 16p",LENOVO,no encontrado,$ 1.999.990,no encontrado
NOTEBOOK 14 PULGADAS INTEL 4 GB DE RAM Y DISCO SOLIDO,HP,no encontrado,$ 599.990,no encontrado
15.6 Pulgadas N5095 4c4t 2.9ghz Laptop 16gb Ddr4 512gb Ssd Ñ Plateado,GENERICO,no encontrado,$ 399.999,no encontrado
"IDEAPAD PRO 5 Intel i7, 16GB Ram, RTX4050 6GB Video Dedicado",LENOVO,no encontrado,$ 1.499.999,no encontrado
CHROMEBOOK LATITUDE 7410 2 EN 1 INTEL CORE I7-10610U 16GB RAM 128GB SSD (REACONDICIONADO),DELL,no encontrado,$ 389.990,no encontrado
"Laptop Latitude 7290 12.5"" i7-8650U SSD 256GB RAM 8GB(REACONDICIONADO GRADO B)",DELL,no encontrado,no encontrado,no encontrado
"Latitude 7320 Laptop Touch-13.3"" FHD- Core i7-1185G7-256GB SSD 16GB RAM OPEN BOX",DELL,no encontrado,no encontrado,no encontrado
NOTEBOOK LATITUDE E7490 14” i5-8va 8GB 256GB SSD,DELL,no encontrado,no encontrado,no encontrado
NOTEBOOK Precisión 5560 i5-11500H 32GB RAM 512GB SSD OPEN BOX,DELL,no encontrado,$ 1.290.000,no encontrado
Notebook ExpertBook B1 i7-1255U SSD 512GB 16GB Windows 11 Pro,ASUS,no encontrado,$ 1.299.990,no encontrado
Notebook ThinkPad X1 2en1 Intel Core Ultra 7 32GB RAM 1TB SSD 14 WUXGA W11 Pro,LENOVO,no encontrado,$ 2.599.990,no encontrado
"Notebook 245 G8 Ryzen5 8GB SSD 512GB 14""HD Windows 10 Pro",HP,no encontrado,$ 899.990,no encontrado
Notebook IdeaPad Slim 5 Gen 10 AMD Ryzen 7 24GB RAM 1TB SSD 14 WUXGA,LENOVO,no encontrado,no encontrado,no encontrado
Notebook IdeaPad Slim 3i Gen 10 Intel Core i5 16GB RAM 512GB SSD 14 WUXGA,LENOVO,no encontrado,$ 899.990,no encontrado
Laptop 15-dy5009la Intel Core i7-1255U 156 8GB512GB SSD PC- Seminuevo,HP,no encontrado,no encontrado,no encontrado
Pavilion Plus 14-eh1001la Intel Core i5-1340P 140 16GB512GB SSD PC -Seminuevo,HP,no encontrado,no encontrado,no encontrado
"REACONDICIONADO B Notebook ProBook 430 G4 Intel i5 8GB 480GB SSD 13.3"" HD Windows 10 Pro",HP,no encontrado,$ 429.990,no encontrado
NOTEBOOK INTEL CELERON 4 GB DE RAM Y DISCO SOLIDO,HP,no encontrado,$ 799.990,no encontrado
Latitude 5280 (Reacondidionado),DELL,no encontrado,$ 659.990,no encontrado
Notebook Thinkpad X13 Gen 1 13″ FHD i5-10310U16GB 512GB SSD GRADO A,LENOVO,no encontrado,no encontrado,no encontrado
"Notebook i7-8550U/ 8GB/ 256GB/ 14""/ W10P/IdeaPad V330-14IKB",LENOVO,no encontrado,$ 799.990,no encontrado
Latitude 5410 (Reacondicionado),DELL,no encontrado,$ 499.990,no encontrado
"LATITUDE 5420 CORE™ I5-1145G7 512GB SSD 16GB 14"" FHD WIN11 PRO FIBRA CARBONO",DELL,no encontrado,$ 599.000,no encontrado
Notebook Thinkpad Intel core i5 8 GB RAM disco solido,LENOVO,no encontrado,$ 750.000,no encontrado
"MacBook Air 13"" M4 (10n CPU 8n GPU), 16GB RAM, 256GB SSD, 2025 - Plata",APPLE,$ 1.129.990,$ 1.169.990,$ 1.439.990
HP ENVY 2 in 1 Laptop 16-AC0023DX,HEWLETT PACKARD,no encontrado,$ 1.399.999,no encontrado
Notebook core intel core i7 elitebook 840 g6 disco solido,HP,no encontrado,$ 899.990,no encontrado
Notebook Intel Core i5 8 GB RAM 256 SSD 8 GEN,DELL,no encontrado,$ 799.990,no encontrado
NOTEBOOK LATITUDE E7270 125 i7-6ta 8GB 256GB SSD Reacondicionado Grado A,DELL,no encontrado,no encontrado,no encontrado
Notebook Ultra Thin 15.6 8gb Ram 256gb Ssd Core I7 Negro,EVO,no encontrado,$ 654.489,no encontrado
Notebook Ultra Slim 15.6 Ryzen 5 8gb Ram 256gb Ssd Verde,GATEWAY,no encontrado,$ 799.990,no encontrado
Notebook CORE I5 8 GB DE RAM Y 256 GB DISCO SOLIDO,HP,no encontrado,$ 589.990,no encontrado
Soporte Ajustable con Ventilación para Notebook Enfriador Portátil,GENERICO,no encontrado,$ 14.990,no encontrado
"ZBook Power G11 Intel Core Ultra 7 16GB RAM 1TB SSD 16"" WUXGA NVIDIA RTX 500 Ada 4GB Win 11 Pro",HP,no encontrado,$ 3.899.990,no encontrado
NOTEBOOK 14 INTEL CORE I5 8 GB DE RAM Y DISCO SOLIDO,HP,no encontrado,$ 770.000,no encontrado
Notebook Intel Core i5 8 GB RAM 256 SSD,DELL,no encontrado,$ 799.990,no encontrado
NOTEBOOK THINKPAD CORE I7 16 GB DE RAM DISCO SOLIDO,LENOVO,no encontrado,$ 890.000,no encontrado
"Notebook Latitude 5420 Touch, Gray, 16 GB RAM, 512 GB SSD, Reacondicionado nivel retail",DELL,no encontrado,$ 549.990,no encontrado
Pavilion x360 14-ek0001la Intel Core i3-1215U 140 8GB512GB SSD PC- Seminuevo,HP,no encontrado,no encontrado,no encontrado
"Notebook I5-10210U/ 8GB/ 512GB/ 14""/ W10P ThinkPad T14 Gen 1",LENOVO,no encontrado,$ 799.990,no encontrado
Notebook 2 en 1 R7-8845HS 16GB Ram 512GB SSD 14 FHD Tactil IdeaPad5 - Gris,LENOVO,no encontrado,$ 1.499.990,no encontrado
"Notebook I5-10300H/ GTX 1650Ti/ 8GB/ 512 GB/15.6""/W10H/ IdeaPad 3 15IMH05",LENOVO,no encontrado,$ 799.990,no encontrado
Notebook R3-7320U 8GB Ram 512GB SSD 156 FHD IdeaPad - Azul,LENOVO,no encontrado,$ 699.990,no encontrado
Notebook i7-1165G7 16GB 512GB 14 W11P ThinkPad T14 Gen 2 Reacondicionado,LENOVO,no encontrado,$ 699.990,no encontrado
Notebook i7-1185G7 16GB 256GB 14 W10P X40-J - Negro,DYNABOOK,no encontrado,$ 1.499.990,no encontrado
"NTBK intel Core i7-1165G7/ 16GB Ram/ SSD 512GB/ LED 13.3""/ W10P/ThinkBook 13s G2",LENOVO,no encontrado,$ 1.099.990,no encontrado
Notebook táctil i5-12450H 8GB Ram 512GB SSD 156 FHD IdeaPad - Azul,LENOVO,no encontrado,$ 899.990,no encontrado
"Notebook i5-L16G7/ 8GB/ 512GB/ 13.3""/ W10P ThinkPad X1 Fold",LENOVO,no encontrado,$ 999.990,no encontrado
Notebook i7-1165G7 16GB 512GB 133W11H ZENBOOK 13Reacondicionado,ASUS,no encontrado,$ 869.990,no encontrado
Notebook intel i7-1165G7 16GB Ram SSD 512GB LED 156 W10PThinkBook 15 G2 ITL - Plateado,LENOVO,no encontrado,$ 899.990,no encontrado
"Notebook Intel Core I7-10510U/16GB/ 512 GB/13.3""/W10P/ Thinkpad X13",LENOVO,no encontrado,$ 999.990,no encontrado
"Notebook i7-8550U/ 8GB/ 256GB/ 14""/ W10P/IdeaPad V330-14IKB",LENOVO,no encontrado,$ 799.990,no encontrado
Notebook R5 7520U 8GB Ram 512GB SSD 156 FHD Ideapad - Azul,LENOVO,no encontrado,$ 799.990,no encontrado
Notebook R7 PRO 5850U16GB512GB14W10PThinkPad P14s,LENOVO,no encontrado,$ 999.990,no encontrado
Notebook Intel I7-8550U/ 4GB/ 1TB HDD/ 14”/ WH10,ASUS,no encontrado,$ 699.990,no encontrado
"Notebook intel i7-1185G7/ 16GB/ 256GB/ 14""/ W10P X40-J",DYNABOOK,no encontrado,$ 1.699.990,no encontrado
Notebook R3 3250U 8GB 256GB 14 W11H 14ADA05 - Gris,LENOVO,no encontrado,no encontrado,no encontrado
NOTEBOOK TOUCH CORE I5 DISCO SOLIDO,DELL,no encontrado,$ 599.990,no encontrado
NOTEBOOK TOUCH CORE I5 DISCO SOLIDO,DELL,no encontrado,$ 799.990,no encontrado
NOTEBOOK INTEL CORE I5 8 GB DE RAM Y 500 GB DE DISCO DURO,HP,no encontrado,$ 499.000,no encontrado
"Notebook intel I5-1035G1/ 8GB ram/ 256GB SSD/ 13.3""HD/ WH10/ 13AN1010LA - Plateado",HP,no encontrado,no encontrado,no encontrado
"Notebook R7 6800H/ RTX 3060 6GB/ 16GB/ 512GB/ 16""/ W11P/ ThinkBook 16p",LENOVO,no encontrado,$ 1.999.990,no encontrado
Notebook i5-8250U 4GB 1TB 14HD W10P V330-14IKB - Gris,LENOVO,no encontrado,$ 499.990,no encontrado
NOTEBOOK AMD A9 4GB RAM 500GB HDD,LENOVO,no encontrado,$ 350.000,no encontrado
NOTEBOOK 14 AMD A6 500GB 8GB RAM,HP,no encontrado,$ 400.000,no encontrado
NOTEBOOK 14 AMD A6 500GB 8GB RAM,HP,no encontrado,$ 400.000,no encontrado
Victus 15.6 i5 Gaming Laptop 1920*1080 144Hz i5-12450H RTX 3050 32GB RAM 1TB SSD Reacondicionado,HP,no encontrado,$ 999.990,no encontrado
NOTEBOOK AMD RYZEN 7 THINKPAD DISCO SOLIDO,LENOVO,no encontrado,$ 589.990,no encontrado
NOTEBOOK INTEL CORE I7 THINKPAD 16 GB DE RAM T14,LENOVO,no encontrado,$ 799.990,no encontrado
"Notebook 245 G8 AMD Ryzen™3 8 GB SSD 256 GB 14"" HD Windows 10 Pro",HP,no encontrado,$ 799.990,no encontrado
NOTEBOOK Precisión 5560 i5-11500H 32GB RAM 512GB SSD OPEN BOX,DELL,no encontrado,no encontrado,no encontrado
Notebook Intel Core i5 8 GB RAM 256 SSD OCTAVA GEN,DELL,no encontrado,$ 799.990,no encontrado
Notebook 14 Intel Core i5 8 GB RAM 256 SSD,DELL,no encontrado,$ 599.990,no encontrado
NOTEBOOK CORE I7 DISCO SOLIDO,HP,no encontrado,$ 890.000,no encontrado
NOTEBOOK IDEAPAD DISCO SOLIDO 14 PULGADAS HD+,LENOVO,no encontrado,$ 799.990,no encontrado
"Notebook Vivobook S 15.6 pulgadas 3K OLED Intel Core Ultra 7, 16GB RAM 1TB SSD",ASUS,no encontrado,$ 1.139.990,no encontrado
Notebook Inspiron 14” 2-en-1 Touch Intel Core 7 16GB RAM 1TB SDD,DELL,no encontrado,$ 1.139.990,no encontrado
"LATITUDE 5410 CORE i5, 8GB, 512GB SSD (Reacondicionado)",DELL,no encontrado,$ 559.990,no encontrado
"Laptop 250 G8, Intel Core i3-1005G1, 15.6"", 4GB/256GB SSD PC- Reacondicionado",HP,no encontrado,no encontrado,no encontrado
MacBook Air 133 Core i7 8GB 128GB - MD760LLA - Silver Reacondicionado,APPLE,no encontrado,$ 515.990,no encontrado
Notebook Zenbook 14 OLED Intel Ultra 5 8GB RAM 512GB SSD Touchscreen,ASUS,$ 619.990,$ 679.990,$ 849.990
NOTEBOOK INTEL CORE I7 THINKPAD 16 GB DE RAM,LENOVO,no encontrado,$ 799.990,no encontrado
Notebook Elitebook 840 G7 Core i5 16GB RAM 256GB Reacondicionado,HP,$ 379.990,$ 399.990,$ 599.990
NOTEBOOK CORE I5 LATITUDE 14,DELL,no encontrado,$ 699.999,no encontrado
"Surface Laptop 6 Business Multi-Touch 13,5 i5 Ultra 32GB RAM 512GB SSD Platinum W11 Pro",MICROSOFT,$ 2.497.990,$ 2.629.990,$ 3.943.990
"Notebook Dell Latitude 3440 i5 1335U 8GB SSD 512 GB 14"" FHD Windows 11 Pro",LENOVO,no encontrado,$ 12.099.990,no encontrado
Notebook Intel Core i5 8 GB RAM 500 SSD 10 GEN,DELL,$ 339.990,$ 349.990,$ 799.990
Notebook Elite x360 1040 G11 Intel Core Ultra 5 16GB RAM 1TB SSD,HP,no encontrado,$ 2.549.990,no encontrado
Pavilion Laptop 15-eg2519la Intel Core i5-1235U 156 8GB512GB SSD PC- Seminuevo,HP,no encontrado,$ 589.990,no encontrado
Notebook i7-1165G7 16GB 512GB 133W11H ZENBOOK 13Reacondicionado,ASUS,no encontrado,$ 869.990,no encontrado
"Notebook 14w AMD A6-9220C 4GB RAM 128GB SSD 14"" FHD Win 10 Pro",LENOVO,no encontrado,$ 629.990,no encontrado
NOTEBOOK 14 THINKPAD AMD RYZEN 7 DISCO SSD,LENOVO,no encontrado,$ 799.990,no encontrado
Notebook Thinkpad T495 RYZEN 7 8 GB DE RAM 512 GB DISCO DURO SOLIDO,LENOVO,no encontrado,$ 650.000,no encontrado
"Notebook EliteBook 645 G9, Ryzen 7- 5875U, SSD 512GB PCle, 16GB RAM, 14""FHD, Wind 11 Pro",HP,no encontrado,$ 1.599.990,no encontrado
NOTEBOOK INTEL CORE I7 THINKPAD 16 GB DE RAM T14,LENOVO,no encontrado,$ 799.990,no encontrado
Notebook EliteBook 640 G10 Intel Core i7 16GB RAM 512GB SSD,HP,no encontrado,$ 1.389.990,no encontrado
NOTEBOOK CORE I5 8 GB DE RAM Y 256 GB DE DISCO SOLIDO,HP,no encontrado,$ 799.990,no encontrado
Latitude 5410 Notebook Gris 14'' HD No Webcam 8 GB RAM 256 GB SSD Reacondicionado nivel retail,DELL,no encontrado,$ 339.990,no encontrado
Notebook i5 12GB RAM 512GB SSD 156″ FHD Pantalla Táctil,HP,no encontrado,$ 699.990,no encontrado
"Latitude 5300 2-in-1 - Intel i7, 32GB RAM, 512GB SSD, Reacondicionado por fabricante",DELL,no encontrado,no encontrado,no encontrado
"Latitude 5320 2-in-1, i5, 16GB RAM, 512GB SSD, FHD, Touch, Reacondicionado por fabricante",DELL,no encontrado,no encontrado,no encontrado
MACBOOK PRO A2141 i7 16GB Ram 512 SSD REACONDICIONADO A,APPLE,no encontrado,$ 1.899.990,no encontrado
Notebook Spectre x360 14-ef2001la Intel Core i7-1355U 135 16GB1TB SSD- Seminuevo,HP,no encontrado,$ 1.499.990,no encontrado
Plotter de Corte Portrait 3 + Herramientas SBF01,SILHOUETTE,no encontrado,$ 479.900,no encontrado
LEGION 5 PRO 16ARH7H GEN 7 AMD,LENOVO,no encontrado,$ 2.499.990,no encontrado
Notebook INTEL CORE I5 THINKPAD DISCO SOLIDO,LENOVO,no encontrado,$ 750.000,no encontrado
Pavilion Laptop 15-eh3002la AMD Ryzen7 7730U 156 16GB512GB SSD PC- Seminuevo,HP,no encontrado,$ 679.990,no encontrado
ZENBOOK PANTALLA DUAL Intel Core i9 32GB Touschscreen con Lapiz y Mochila Original,ASUS,no encontrado,$ 2.890.000,no encontrado
"HP 15-FD0005DX Intel Core i5, 512 GB SSD Pantalla de 15""",HEWLETT PACKARD,no encontrado,$ 799.990,no encontrado
Notebook Tecra Z40-B - Core i5 - 8Gb Ram - 128Gb Ssd - Reacondicionado,TOSHIBA,no encontrado,$ 349.990,no encontrado
"NOTEBOOK IDEAPAD 14"" HD 128 GB DISCO SOLIDO",LENOVO,$ 349.990,$ 369.990,$ 699.990
ThinkPad T480s 14 FHD Laptop Intel Core i7-8650U 24GB DDR4 RAM 1TB SSD-Reacondicionado,LENOVO,no encontrado,$ 729.999,no encontrado
"NOTEBOOK IDEAPAD 14"" HD 12 GB DE RAM 128 GB DISCO SOLIDO",LENOVO,no encontrado,$ 699.990,no encontrado
NOTEBOOK LATITUDE 5510 I5-10310U/16GB RAM /512GB SSD/ OPEN BOX,DELL,no encontrado,no encontrado,no encontrado
Thinkpad T490 i5-8365U 16GB+512GB Reacondicionado,LENOVO,no encontrado,$ 499.990,no encontrado
Notebook core i3 8 gb de ram y disco solido 15.6 pulgadas,ASUS,no encontrado,$ 600.000,no encontrado
Notebook i7-1185G7 16GB 256GB 14 W10P X40-J - Negro,DYNABOOK,no encontrado,$ 1.499.990,no encontrado
Notebook Thinkpad Intel core i5 8 GB RAM,LENOVO,no encontrado,$ 750.000,no encontrado
Plotter de Corte Portrait 3 + insumos S50,SILHOUETTE,$ 264.990,$ 279.900,$ 325.900
MacBook Air MJVE2LLA 13-inch Laptop 16GHz Core i5 4GB RAM128GB SSD Reacondicionado,APPLE,no encontrado,$ 419.990,no encontrado
"MacBook 2017 Air with 1.8GHz Core i5 CPU ( 8GB RAM, 128 GB Storage) - Silver Reacondicionado",APPLE,no encontrado,$ 469.990,no encontrado
NOTEBOOK THINKPAD T495 RYZEN 7 16 GB DE RAM DISCO SOLIDO,LENOVO,no encontrado,$ 799.990,no encontrado
NOTEBOOK CORE I5 7300 8 GB DE RAM Y DISCO SSD,DELL,no encontrado,$ 800.000,no encontrado
"EliteBook 640 G11, Intel Core i7, 14.0"", 32GB/512GB SSD PC- Reacondicionado",HP,no encontrado,$ 999.990,no encontrado
"Notebook Precision 3560 15.6"" Intel Core i5 1135G7 16 GB Ram 512GB SDD GRADO A",DELL,no encontrado,$ 1.199.990,no encontrado
Notebook Thinkpad Intel core i5 8 GB RAM disco solido,LENOVO,no encontrado,$ 750.000,no encontrado
Notebook core intel core i7 elitebook 840 g6 disco solido,HP,no encontrado,$ 899.990,no encontrado
NOTEBOOK 255 G10 AMD R5 7530U 16GB 512 GB SSD 15.6 Win11pro,HP,no encontrado,$ 629.990,no encontrado
NOTEBOOK 255 G10 AMD R5 7530U 8GB 512GB SSD 15.6 Win11pro,HP,no encontrado,$ 569.990,no encontrado
Latitude 12 7000 7280 i5-6300U 8GB+256GB Reacondicionado,DELL,no encontrado,$ 324.990,no encontrado
Thinkpad T470s i5-6300U 8GB+256GB Reacondicionado,LENOVO,no encontrado,$ 399.990,no encontrado
Latitude 5410 i5-10310U 16GB+256GB Reacondicionado,DELL,no encontrado,$ 499.990,no encontrado
NOTEBOOK IDEAPAD DISCO SOLIDO 14 PULGADAS HD+,LENOVO,no encontrado,$ 799.990,no encontrado
NOTEBOOK CORE I5 ELITEBOOK DISCO SSD,HP,no encontrado,$ 799.990,no encontrado
Notebook IDEAPAD CORE I5 DISCO SOLIDO,LENOVO,no encontrado,$ 800.000,no encontrado
NOTEBOOK INTEL CORE I5 8 GB DE RAM Y DISCO SOLIDO,DELL,no encontrado,$ 459.990,no encontrado
NOTEBOOK PROBOOK CORE I7 DISCO SOLIDO,HP,no encontrado,$ 759.990,no encontrado
NOTEBOOK IDEAPAD 14 HD DISCO SOLIDO,LENOVO,no encontrado,$ 699.990,no encontrado
Notebook Vostro 3000 14” - I5-1135G7 - 8GB RAM – SSD 500GB - Intel Iris Xe Graphics W11. Rea,DELL,no encontrado,no encontrado,no encontrado
NOTEBOOK THINKPAD T14 CORE I7 16 GB DE RAM,LENOVO,no encontrado,$ 990.000,no encontrado
NOTEBOOK 840 CORE I7 8 GB DE RAM Y 256 GB DISCO SOLIDO,HP,no encontrado,$ 789.990,no encontrado
Notebook CORE I5 8 GB DE RAM Y 256 GB DISCO SOLIDO,HP,no encontrado,$ 799.990,no encontrado
Notebook 14 Intel Core i5 8 GB RAM 256 SSD,DELL,no encontrado,$ 599.990,no encontrado
"Notebook Vivobook S 15.6 pulgadas 3K OLED Intel Core Ultra 7, 16GB RAM 1TB SSD",ASUS,no encontrado,$ 1.139.990,no encontrado
B13VF-2829US Thin i5-13420H 4060 16GB DDR4 512GB SSD,MSI,no encontrado,no encontrado,no encontrado
NOTEBOOK INTEL CORE I7 8 GB DE RAM Y DISCO SOLIDO,HP,no encontrado,$ 990.000,no encontrado
Notebook Rog Flow X13 Táctil 2-en-1 Ryzen 9 ssd 512gb 16gb ram ddr5,ASUS,no encontrado,$ 2.399.999,no encontrado
"Notebook Yoga 7 16"" TOUCH 2-in-1 Ryzen 7 8840h Ssd 1tb 16gb DDR5",LENOVO,no encontrado,$ 1.699.999,no encontrado
Notebook thinkpad L14 CORE I5 8 GB DE RAM DISCO SSD,LENOVO,no encontrado,$ 1.500.000,no encontrado
"Notebook 245 G8 AMD Ryzen™3 8 GB SSD 256 GB 14"" HD Windows 10 Pro",HP,no encontrado,$ 799.990,no encontrado
"EliteBook 840 G6, Intel Core i5-8265U, 14.0"", 8GB/256GB SSD PC- Reacondicionado",HP,no encontrado,$ 429.990,no encontrado
Notebook CORE I7 8 GB DE RAM Y 256 GB DISCO SOLIDO,HP,no encontrado,$ 999.990,no encontrado
Notebook 840 CORE I5 8 GB DE RAM Y 256 GB DISCO SOLIDO,HP,no encontrado,$ 589.990,no encontrado
Notebook INTEL CORE I5 14 PULGADAS 8 GB DE RAM Y DISCO SOLIDO,DELL,no encontrado,$ 599.990,no encontrado
Portrait 4 06 ORT,SILHOUETTE,no encontrado,$ 479.900,no encontrado
"Notebook AMD Ryzen 7 7730U 16GB RAM 1TB SSD 14"" Micro-Edge HD, Windows 11",HP,no encontrado,$ 859.990,no encontrado
NOTEBOOK PRECISION 5540 I7 9850H /32GB/512GB SSD/NVIDIA T2000 4GB TACTIL 4K GRADO A,DELL,no encontrado,no encontrado,no encontrado
Notebook Gamer LOQ Core i5 16GB RAM DDR5 1.5 TB SSD NVIDIA RTX2050 4GB,LENOVO,no encontrado,$ 1.199.990,no encontrado
"Latitude 7490 Business Laptop i5-8250U 1.7GHz, 16GB DDR4 RAM, 512GB SATA SSD Reacondicionado",DELL,no encontrado,$ 529.990,no encontrado
Notebook CORE I5 8 GB DE RAM Y DISCO SOLIDO 12.5 PULGADAS,DELL,no encontrado,$ 800.000,no encontrado
Portrait 3 + cinch rosada S111,SILHOUETTE,$ 369.990,$ 389.900,$ 599.900
"Notebook Legion 5 Core™ i7-13650HX 2TB SSD 64GB RTX 4060 8GB 16"" WQXGA165Hz AI-Powered Nuevo",LENOVO,no encontrado,$ 2.899.000,no encontrado
MACBOOK PRO A2141 i7 16GB Ram 512 SSD REACONDICIONADO A,APPLE,no encontrado,$ 1.899.990,no encontrado
Notebook CORE I5 8 GB DE RAM DISCO SOLIDO FACIL DE TRANSPORTAR,DELL,no encontrado,$ 450.000,no encontrado
Notebook Latitude 7390 Intel Core i7-8650U 16GB RAM 256GB TACTIL Reacondicionado,DELL,no encontrado,no encontrado,no encontrado
Notebook Thinkpad 14 Intel core i5 8 GB RAM,LENOVO,no encontrado,$ 750.000,no encontrado
"Macbook Pro 13"" Core i5 8GB RAM 128GB SSD Plata (2017) Reacondicionado",APPLE,no encontrado,$ 979.990,no encontrado
NOTEBOOK 14 CORE I5 8 GB RAM DISCO SOLIDO,DELL,no encontrado,$ 799.990,no encontrado
"Notebook intel i7-1185G7/ 16GB/ 256GB/ 14""/ W10P X40-J",DYNABOOK,no encontrado,$ 1.699.990,no encontrado
Notebook core i5 8 gb de ram y 256 gb de disco ssd,DELL,no encontrado,$ 700.000,no encontrado
NOTEBOOK V14 G4 i7-1355U 16GB 512GB W11Pro,LENOVO,no encontrado,$ 929.990,no encontrado
